source,target,string_score
H4C11,H4C5,0.966
H4C5,TAF4,0.802
H4C5,CREBBP,0.903
H4C5,EP300,0.903
H4C5,H1-4,0.963
H4C5,MED23,0.8
H4C5,H4C3,0.957
H4C5,TAF6,0.805
H4C5,KMT2A,0.838
H4C3,TAF4,0.802
H4C3,CREBBP,0.903
H4C3,EP300,0.903
H4C3,H1-4,0.946
H4C3,MED23,0.8
H4C3,TAF6,0.806
H4C3,KMT2A,0.829
PPP3CA,PPP1R1B,0.923
PPP3CA,SLC9A1,0.912
PPP3CA,CACNA1C,0.926
PPP3CA,SOD1,0.95
PPP3CA,CAMK4,0.416
PPP3CA,CACNA1D,0.918
PPP3CA,ITPR1,0.662
PPP3CA,PLCB1,0.731
PPP3CA,PTGS2,0.463
PPP3CA,UNC80,0.439
PPP3CA,CAMK2D,0.506
PPP3CA,ATP2B1,0.537
PPP3CA,SETBP1,0.621
PPP3CA,CAMK2A,0.625
PPP3CA,PRKCA,0.726
PPP3CA,PPP2R5C,0.943
PRKCA,CD38,0.912
PRKCA,PXDN,0.475
PRKCA,GFAP,0.474
PRKCA,RHEB,0.413
PRKCA,SLC1A1,0.4
PRKCA,EP300,0.649
PRKCA,SLC9A1,0.916
PRKCA,KCNN2,0.907
PRKCA,CACNA1C,0.953
PRKCA,SLC6A3,0.913
PRKCA,SLC1A2,0.485
PRKCA,CACNA1D,0.917
PRKCA,DGKI,0.55
PRKCA,GRIA2,0.605
PRKCA,RICTOR,0.84
PRKCA,ADCY1,0.801
PRKCA,GNB2,0.79
PRKCA,GRM5,0.454
PRKCA,ITPR1,0.937
PRKCA,SDC2,0.484
PRKCA,LEMD3,0.5
PRKCA,GRID1,0.59
PRKCA,GRIN2A,0.677
PRKCA,HOMER1,0.465
PRKCA,PLCB1,0.947
PRKCA,DLG1,0.508
PRKCA,GRM7,0.601
PRKCA,VCP,0.43
PRKCA,CACNA1G,0.429
PRKCA,PTGS2,0.626
PRKCA,GNAS,0.547
PRKCA,GRIN1,0.61
PRKCA,DLG3,0.475
PRKCA,CACNA1F,0.926
PRKCA,SCGN,0.405
PRKCA,IGF1,0.4
PRKCA,GRIP1,0.722
PRKCA,CTNND1,0.592
PRKCA,ADCY3,0.681
PRKCA,PLCD4,0.917
PRKCA,DLX3,0.452
PRKCA,PRKD1,0.917
PRKCA,RELN,0.516
PRKCA,FGFR1,0.466
PRKCA,PRKD2,0.911
PRKCA,AP2M1,0.415
PRKCA,AP2S1,0.405
PRKCA,PAX6,0.415
PRKCA,EIF4E,0.419
PRKCA,CAMK2A,0.456
PRKCA,GRIA3,0.49
PRKCA,TLN2,0.509
PRKCA,ROBO2,0.552
PRKCA,PTPRC,0.558
PRKCA,GRIA1,0.706
PRKCA,ITGB3,0.723
PRKCA,GNAI1,0.732
PRKCA,GRIN2B,0.747
PRKCA,ADCY5,0.878
PRKCA,CACNA1A,0.915
PRKCA,DLG4,0.957
PRKCA,PRKCB,0.963
LAMB1,ASTN1,0.426
LAMB1,NRCAM,0.515
LAMB1,FBN1,0.539
LAMB1,NTNG2,0.541
LAMB1,PLAUR,0.575
LAMB1,CACNA1A,0.59
LAMB1,THBS1,0.595
LAMB1,NTNG1,0.607
LAMB1,COL12A1,0.715
LAMB1,ITGA8,0.741
LAMB1,DMD,0.774
LAMB1,ITGB3,0.838
LAMB1,LAMA1,0.983
FGFR1,MSX2,0.681
FGFR1,CREBBP,0.923
FGFR1,CDH11,0.467
FGFR1,CDH2,0.946
FGFR1,PTCH1,0.435
FGFR1,HOMER1,0.42
FGFR1,PLCB1,0.664
FGFR1,SMAD4,0.588
FGFR1,NR4A2,0.54
FGFR1,GNAS,0.579
FGFR1,TBX22,0.456
FGFR1,FGF14,0.628
FGFR1,SPRY2,0.491
FGFR1,NRCAM,0.456
FGFR1,RPS6KA3,0.859
FGFR1,TEK,0.587
FGFR1,ESRRB,0.537
FGFR1,IGF1,0.82
FGFR1,GLI3,0.404
FGFR1,EMSY,0.4
FGFR1,FAT1,0.406
FGFR1,CNTN6,0.414
FGFR1,GNAI1,0.425
FGFR1,PAX6,0.525
FGFR1,PTK7,0.545
FGFR1,ITGB3,0.65
FGFR1,RPS6KA2,0.685
FGFR1,ADORA2A,0.718
FGFR1,NOTCH1,0.737
FGFR1,NEDD4,0.78
FGFR1,PTPN11,0.794
FGFR1,ZMYM2,0.957
PTPN11,TAOK1,0.633
PTPN11,PTPN4,0.54
PTPN11,SLC9A1,0.48
PTPN11,RAD21,0.454
PTPN11,YWHAG,0.472
PTPN11,LEP,0.808
PTPN11,IKZF1,0.5
PTPN11,PDCD1,0.998
PTPN11,NEO1,0.463
PTPN11,SMAD4,0.505
PTPN11,HLA-DRB1,0.716
PTPN11,DRD2,0.425
PTPN11,GNAS,0.579
PTPN11,TCEAL1,0.477
PTPN11,SPRY2,0.735
PTPN11,RPS6KA3,0.592
PTPN11,TEK,0.884
PTPN11,IGF1,0.638
PTPN11,UNC5D,0.9
PTPN11,DCC,0.523
PTPN11,CTNNA3,0.41
PTPN11,HLA-DPB1,0.534
PTPN11,TRIM32,0.452
PTPN11,PTPRC,0.452
PTPN11,PPP2R5C,0.573
PTPN11,DAPP1,0.483
PTPN11,KMT2A,0.466
PTPN11,BCORL1,0.483
PTPN11,TET2,0.62
PTPN11,ITGB3,0.668
PTPN11,GRIN2B,0.441
PTPN11,SYNGAP1,0.445
PTPN11,NOTCH1,0.571
PTPN11,SETBP1,0.623
EEF1A2,UBE3A,0.4
EEF1A2,TAF6,0.405
EEF1A2,PXDN,0.416
EEF1A2,ANK3,0.522
EEF1A2,ANK2,0.533
EEF1A2,RPL10,0.557
EEF1A2,EIF5A,0.728
EEF1A2,HLA-DRB1,0.908
UBE3A,AGO2,0.578
UBE3A,CDH9,0.422
UBE3A,GFAP,0.478
UBE3A,PSMD11,0.8
UBE3A,EP300,0.631
UBE3A,PCDH10,0.405
UBE3A,CDH10,0.434
UBE3A,SOD1,0.45
UBE3A,SAE1,0.462
UBE3A,USP15,0.418
UBE3A,MAP1B,0.525
UBE3A,SCN1A,0.415
UBE3A,GABRB3,0.867
UBE3A,UBE3C,0.48
UBE3A,SNX14,0.47
UBE3A,TRAF7,0.483
UBE3A,NIPA1,0.495
UBE3A,FBXO40,0.594
UBE3A,NIPA2,0.504
UBE3A,MEF2C,0.477
UBE3A,SHANK2,0.486
UBE3A,DLG1,0.974
UBE3A,PSMD12,0.788
UBE3A,NLGN3,0.667
UBE3A,ASTN2,0.505
UBE3A,CNTNAP2,0.446
UBE3A,PRKN,0.436
UBE3A,ASPM,0.633
UBE3A,BTRC,0.451
UBE3A,GABRA3,0.434
UBE3A,SLC9A6,0.489
UBE3A,PCDH19,0.406
UBE3A,DLG3,0.913
UBE3A,DLG2,0.913
UBE3A,NLGN4X,0.633
UBE3A,SACS,0.793
UBE3A,TRAPPC9,0.496
UBE3A,RPH3A,0.632
UBE3A,CNTN4,0.482
UBE3A,NRXN1,0.532
UBE3A,NLGN1,0.548
UBE3A,PSMD6,0.762
UBE3A,GRIA1,0.592
UBE3A,ATP1A3,0.419
UBE3A,ATP10A,0.886
UBE3A,GABRG3,0.757
UBE3A,TUBGCP5,0.608
UBE3A,SHANK3,0.647
UBE3A,SYNGAP1,0.402
UBE3A,DLG4,0.447
UBE3A,MAGEL2,0.716
TAF6,TAF4,0.999
TAF6,USP30,0.474
TAF6,CNOT3,0.421
TAF6,MED23,0.832
TAF6,LAS1L,0.911
TAF6,CECR2,0.638
TAF6,USP27X,0.797
TAF6,KMT2A,0.946
PXDN,OXT,0.407
PXDN,AGO2,0.494
PXDN,SERPINE1,0.553
PXDN,CD38,0.413
PXDN,KNG1,0.403
PXDN,PC,0.406
PXDN,SLC6A3,0.409
PXDN,WNT1,0.41
PXDN,PAX6,0.412
PXDN,SNTG2,0.417
PXDN,TEK,0.425
PXDN,FBN1,0.426
PXDN,ANXA1,0.433
PXDN,FABP4,0.439
PXDN,THBS1,0.44
PXDN,TBL1X,0.445
PXDN,RICTOR,0.449
PXDN,ITGB3,0.456
PXDN,MAOA,0.456
PXDN,MAOB,0.478
PXDN,SLC25A27,0.483
PXDN,GRIN2A,0.489
PXDN,EIF4E,0.494
PXDN,PLAUR,0.513
PXDN,BACE1,0.514
PXDN,MAP1B,0.515
PXDN,GRIA1,0.522
PXDN,GRIN2B,0.527
PXDN,NOTCH1,0.531
PXDN,MAP1A,0.537
PXDN,SMAD4,0.561
PXDN,DLG4,0.603
PXDN,PRODH,0.607
PXDN,SOD1,0.614
PXDN,LRP2,0.634
PXDN,IGF1,0.638
PXDN,SYP,0.681
PXDN,PTPRC,0.713
PXDN,CDH2,0.726
PXDN,LEP,0.742
PXDN,GFAP,0.808
ANK3,MAPK8IP1,0.481
ANK3,SNAP25,0.521
ANK3,CIB2,0.512
ANK3,PKD1,0.405
ANK3,TRPC5,0.735
ANK3,SYP,0.454
ANK3,SLC9A1,0.669
ANK3,NRXN2,0.401
ANK3,KCNC1,0.551
ANK3,CACNA1C,0.76
ANK3,CDH2,0.514
ANK3,EPHA1,0.517
ANK3,SYNE1,0.416
ANK3,LZTS2,0.444
ANK3,CACNB2,0.467
ANK3,NRXN1,0.467
ANK3,GRIP1,0.469
ANK3,NEDD4,0.473
ANK3,CTNND1,0.486
ANK3,TRPM6,0.494
ANK3,KCNA2,0.5
ANK3,DLGAP1,0.505
ANK3,CAMTA2,0.509
ANK3,ZNF804A,0.517
ANK3,GRIA1,0.522
ANK3,CADM1,0.526
ANK3,PRKD2,0.531
ANK3,GRIN2B,0.534
ANK3,NOTCH1,0.536
ANK3,TRPM3,0.54
ANK3,DLG4,0.541
ANK3,CLTCL1,0.544
ANK3,DGKI,0.556
ANK3,PRKD1,0.567
ANK3,MAP1B,0.578
ANK3,AGAP1,0.593
ANK3,NLGN4X,0.607
ANK3,SHANK2,0.612
ANK3,SCN4A,0.638
ANK3,TLN2,0.639
ANK3,CNTNAP2,0.64
ANK3,AGAP2,0.641
ANK3,DLG1,0.645
ANK3,DISC1,0.647
ANK3,HOMER1,0.649
ANK3,DMD,0.667
ANK3,TRPC4,0.737
ANK3,SCN1A,0.758
ANK3,ANK2,0.911
ANK3,TTN,0.926
ANK3,KCNQ3,0.942
ANK3,ITPR1,0.946
ANK3,NRCAM,0.953
ANK3,SCN8A,0.959
ANK2,MAPK8IP1,0.42
ANK2,CIB2,0.515
ANK2,PKD1,0.42
ANK2,TRPC5,0.742
ANK2,SLC9A1,0.481
ANK2,NRXN2,0.421
ANK2,CACNA1C,0.63
ANK2,EPHA1,0.499
ANK2,ASAP2,0.522
ANK2,CACNA1D,0.613
ANK2,MAP1B,0.683
ANK2,MAP1A,0.421
ANK2,SCN1A,0.698
ANK2,ITPR1,0.986
ANK2,DLGAP1,0.517
ANK2,KCND3,0.434
ANK2,CADM1,0.519
ANK2,CACNA1H,0.524
ANK2,HOMER1,0.572
ANK2,SHANK2,0.615
ANK2,SCN8A,0.817
ANK2,AKAP9,0.574
ANK2,CACNA2D1,0.415
ANK2,GRIA1,0.403
ANK2,GRIN2B,0.413
ANK2,ATP2B1,0.431
ANK2,SYNGAP1,0.436
ANK2,KCNA2,0.458
ANK2,NEDD4,0.464
ANK2,CACNA1G,0.468
ANK2,NRXN1,0.482
ANK2,TRPM6,0.491
ANK2,CAMTA2,0.51
ANK2,PRKD2,0.531
ANK2,NOTCH1,0.54
ANK2,TRPM3,0.548
ANK2,DLG2,0.553
ANK2,DLG4,0.557
ANK2,CLTCL1,0.558
ANK2,CACNA1E,0.569
ANK2,PRKD1,0.581
ANK2,CNTNAP2,0.623
ANK2,SCN4A,0.635
ANK2,AGAP2,0.643
ANK2,KCNQ3,0.67
ANK2,TLN2,0.67
ANK2,TRPC4,0.747
ANK2,DMD,0.76
ANK2,TTN,0.935
ANK2,NRCAM,0.938
RPL10,EIF3G,0.535
RPL10,PEBP4,0.488
RPL10,SRPRA,0.914
RPL10,EIF5A,0.955
RPL10,GSPT2,0.602
RPL10,CNOT3,0.403
RPL10,POLR3A,0.739
RPL10,LAS1L,0.583
RPL10,HMGN1,0.743
RPL10,KDM5A,0.427
RPL10,DOCK4,0.909
RPL10,WWP1,0.421
RPL10,FRRS1L,0.5
RPL10,CTPS1,0.58
RPL10,EIF3F,0.736
RPL10,CUL7,0.833
RPL10,RSRC1,0.878
EIF5A,HNRNPL,0.479
EIF5A,EIF3G,0.46
EIF5A,KCNC1,0.426
EIF5A,DENR,0.415
EIF5A,U2AF2,0.545
EIF5A,KCND3,0.427
EIF5A,EIF4E,0.402
EIF5A,HNRNPR,0.405
EIF5A,KCNQ3,0.426
EIF5A,KCNS3,0.426
EIF5A,KCNA2,0.426
EIF5A,KCNB1,0.426
EIF5A,KCNC2,0.426
EIF5A,KCNA3,0.427
EIF5A,PDHA1,0.436
EIF5A,EIF3F,0.461
EIF5A,ADGRB1,0.54
EIF5A,PHB,0.604
EIF5A,RSRC1,0.614
EIF5A,HMGN1,0.661
EIF5A,DOCK4,0.701
EIF5A,CUL7,0.795
HLA-DRB1,ABCA7,0.507
HLA-DRB1,WDFY4,0.448
HLA-DRB1,PDCD1,0.769
HLA-DRB1,TBL1X,0.493
HLA-DRB1,AP1S2,0.499
HLA-DRB1,AP2S1,0.499
HLA-DRB1,AP2M1,0.5
HLA-DRB1,DNM1,0.506
HLA-DRB1,HLA-G,0.71
HLA-DRB1,PTPRC,0.739
HLA-DRB1,MLANA,0.906
HLA-DRB1,HLA-A,0.942
HLA-DRB1,HLA-DPB1,0.943
HLA-DRB1,HLA-B,0.963
SNCAIP,MAOB,0.447
SNCAIP,NR4A2,0.449
SNCAIP,SLC6A3,0.749
SNCAIP,GPR37,0.797
SNCAIP,PRKN,0.999
TBL1X,CREBBP,0.607
TBL1X,EP300,0.629
TBL1X,THRA,0.409
TBL1X,CAMK4,0.517
TBL1X,KMT2E,0.763
TBL1X,TPO,0.914
TBL1X,NPAS2,0.491
TBL1X,OFD1,0.742
TBL1X,CPT2,0.453
TBL1X,HDAC8,0.847
TBL1X,ZFX,0.535
TBL1X,SIN3B,0.598
TBL1X,NLGN4X,0.51
TBL1X,CAMK2B,0.417
TBL1X,HLA-A,0.507
TBL1X,NCOA1,0.613
TBL1X,HLA-B,0.507
TBL1X,RUNX1T1,0.427
TBL1X,TBL1XR1,0.999
TBL1X,HLA-DPB1,0.493
TBL1X,PAFAH1B2,0.443
TBL1X,MEIS2,0.419
TBL1X,APBB1,0.419
TBL1X,NOTCH1,0.615
GRIN2B,LIN7B,0.844
GRIN2B,STX1A,0.585
GRIN2B,KATNAL2,0.465
GRIN2B,GFAP,0.579
GRIN2B,PPP1R1B,0.541
GRIN2B,SNAP25,0.559
GRIN2B,GABBR2,0.741
GRIN2B,SYT1,0.497
GRIN2B,SLC6A4,0.542
GRIN2B,SLC1A1,0.725
GRIN2B,SYP,0.705
GRIN2B,GABRA4,0.463
GRIN2B,THRA,0.428
GRIN2B,NRXN2,0.516
GRIN2B,KCNC1,0.45
GRIN2B,CACNA1C,0.443
GRIN2B,SLC6A3,0.553
GRIN2B,KCNH1,0.486
GRIN2B,GABRB2,0.589
GRIN2B,HTR2C,0.441
GRIN2B,SLC1A2,0.739
GRIN2B,GRID2,0.696
GRIN2B,CAMK4,0.478
GRIN2B,BSN,0.62
GRIN2B,GRIA2,0.885
GRIN2B,CACNG2,0.893
GRIN2B,GRIK5,0.726
GRIN2B,SCN1A,0.544
GRIN2B,NLGN2,0.496
GRIN2B,GRM5,0.842
GRIN2B,ITPR1,0.447
GRIN2B,GABRB3,0.579
GRIN2B,ARHGAP32,0.463
GRIN2B,DLGAP1,0.9
GRIN2B,BACE1,0.418
GRIN2B,HTR3C,0.587
GRIN2B,GRID1,0.559
GRIN2B,GRIN2A,0.999
GRIN2B,HOMER1,0.675
GRIN2B,PTPRB,0.472
GRIN2B,PLCB1,0.52
GRIN2B,FOXG1,0.403
GRIN2B,MAOA,0.447
GRIN2B,SHANK2,0.628
GRIN2B,CASKIN1,0.415
GRIN2B,DLG1,0.992
GRIN2B,LRFN2,0.685
GRIN2B,SCN8A,0.462
GRIN2B,HTR3A,0.818
GRIN2B,NLGN4Y,0.448
GRIN2B,GRM7,0.617
GRIN2B,NR3C2,0.47
GRIN2B,NLGN3,0.573
GRIN2B,CNTNAP2,0.542
GRIN2B,DRD2,0.637
GRIN2B,DLL1,0.408
GRIN2B,PRKN,0.75
GRIN2B,AVPR1B,0.461
GRIN2B,CACNA1E,0.417
GRIN2B,CNR1,0.471
GRIN2B,HTR1B,0.463
GRIN2B,GABRA3,0.433
GRIN2B,CACNA1B,0.444
GRIN2B,GRIN1,0.999
GRIN2B,ADNP,0.435
GRIN2B,KCNB1,0.461
GRIN2B,GRIK3,0.711
GRIN2B,STXBP1,0.675
GRIN2B,DLGAP3,0.753
GRIN2B,DLG3,0.998
GRIN2B,TSPYL2,0.461
GRIN2B,DLG2,0.996
GRIN2B,MAOB,0.416
GRIN2B,IL1RAPL1,0.417
GRIN2B,NLGN4X,0.546
GRIN2B,DRD3,0.654
GRIN2B,KCNQ3,0.494
GRIN2B,RPH3A,0.565
GRIN2B,TBR1,0.736
GRIN2B,INPP1,0.402
GRIN2B,DRD1,0.641
GRIN2B,CAMK2B,0.883
GRIN2B,GRIP1,0.477
GRIN2B,EPHB2,0.413
GRIN2B,NRXN1,0.832
GRIN2B,MBD5,0.44
GRIN2B,FOXP2,0.49
GRIN2B,SLC12A5,0.574
GRIN2B,SLC25A12,0.43
GRIN2B,CTNNA3,0.469
GRIN2B,RELN,0.47
GRIN2B,NLGN1,0.755
GRIN2B,GRIK2,0.813
GRIN2B,SATB2,0.432
GRIN2B,DISC1,0.543
GRIN2B,GABRG2,0.567
GRIN2B,GPHN,0.526
GRIN2B,CAMK2D,0.704
GRIN2B,RIMS2,0.462
GRIN2B,GABRA2,0.49
GRIN2B,DPYSL2,0.712
GRIN2B,RIMS1,0.447
GRIN2B,GRIA1,0.934
GRIN2B,GRIK4,0.686
GRIN2B,AGAP2,0.499
GRIN2B,ADORA2A,0.414
GRIN2B,NRXN3,0.414
GRIN2B,CSMD1,0.422
GRIN2B,PPP1R9B,0.449
GRIN2B,CACNA1A,0.458
GRIN2B,DLGAP2,0.514
GRIN2B,SYN2,0.564
GRIN2B,IQSEC2,0.577
GRIN2B,SLC6A1,0.581
GRIN2B,KCNA2,0.612
GRIN2B,SHANK3,0.785
GRIN2B,GRIA3,0.823
GRIN2B,SYNGAP1,0.936
GRIN2B,DLG4,0.999
GRIN2B,CAMK2A,0.999
PRKCB,CORO1A,0.447
PRKCB,CD38,0.922
PRKCB,PHLPP1,0.402
PRKCB,EP300,0.651
PRKCB,SLC9A1,0.911
PRKCB,KCNN2,0.907
PRKCB,CACNA1C,0.916
PRKCB,SLC6A3,0.917
PRKCB,CACNA1D,0.933
PRKCB,GRIA2,0.52
PRKCB,ADCY1,0.715
PRKCB,GNB2,0.704
PRKCB,GRM5,0.441
PRKCB,ITPR1,0.937
PRKCB,LEMD3,0.551
PRKCB,PLCB1,0.935
PRKCB,DRD2,0.419
PRKCB,CACNA1F,0.902
PRKCB,DRD3,0.425
PRKCB,IGF1,0.464
PRKCB,CARD11,0.972
PRKCB,GRIP1,0.413
PRKCB,ADCY3,0.664
PRKCB,PLCD4,0.921
PRKCB,PRKD1,0.91
PRKCB,PRKD2,0.907
PRKCB,PHF21A,0.431
PRKCB,AP2M1,0.486
PRKCB,ADCY5,0.708
PRKCB,GRIA1,0.486
PRKCB,ITGB3,0.768
PRKCB,AP2S1,0.401
PRKCB,GRIA3,0.432
PRKCB,CELF2,0.434
PRKCB,CACNA1A,0.919
PRKCB,GNAI1,0.719
SET,HNRNPL,0.405
SET,TRIM23,0.512
SET,SLC6A4,0.445
SET,CREBBP,0.528
SET,NCAPH2,0.501
SET,MCPH1,0.804
SET,ILF2,0.483
SET,AGAP2,0.594
SET,KMT2A,0.743
SET,SETBP1,0.774
SET,ANP32A,0.999
KMT2E,THBS1,0.461
KMT2E,PHF3,0.557
KMT2E,EP300,0.749
KMT2E,NIPBL,0.5
KMT2E,KMT5B,0.485
KMT2E,BPTF,0.433
KMT2E,SRSF11,0.428
KMT2E,AGO4,0.455
KMT2E,SON,0.457
KMT2E,AGO3,0.463
KMT2E,RUNX1T1,0.47
KMT2E,HDAC8,0.512
KMT2E,ZNF292,0.525
KMT2E,KDM5A,0.553
KMT2E,TNRC6B,0.602
KMT2E,SIN3B,0.64
KMT2E,KMT2A,0.718
KMT2E,TBL1XR1,0.739
SRRM2,FRG1,0.805
SRRM2,EP300,0.509
SRRM2,UPF3B,0.82
SRRM2,ANKRD11,0.447
SRRM2,MINK1,0.402
SRRM2,RERE,0.459
SRRM2,DDX23,0.46
SRRM2,U2AF2,0.615
SRRM2,PUF60,0.651
SRRM2,SRSF11,0.724
SRRM2,SF1,0.942
TBL1XR1,C12orf57,0.482
TBL1XR1,CREBBP,0.706
TBL1XR1,EP300,0.67
TBL1XR1,CAMK4,0.459
TBL1XR1,IKZF1,0.438
TBL1XR1,NPAS2,0.449
TBL1XR1,CPT2,0.418
TBL1XR1,HDAC8,0.77
TBL1XR1,SPEN,0.574
TBL1XR1,SIN3B,0.582
TBL1XR1,CARD11,0.434
TBL1XR1,NCOA1,0.578
TBL1XR1,RUNX1T1,0.44
TBL1XR1,APBB1,0.404
TBL1XR1,TCF7L2,0.46
TBL1XR1,NOTCH1,0.667
RSRC1,EIF3G,0.521
RSRC1,DENR,0.509
RSRC1,DDX23,0.78
RSRC1,TFB2M,0.435
RSRC1,KCNB1,0.436
RSRC1,HMGN1,0.734
RSRC1,KCNS3,0.415
RSRC1,DOCK4,0.898
RSRC1,CUL7,0.687
EP300,AGO2,0.633
EP300,HNRNPL,0.472
EP300,CYP27B1,0.672
EP300,NR1D1,0.766
EP300,KLF16,0.426
EP300,TAF4,0.672
EP300,PER2,0.559
EP300,TERF2,0.418
EP300,FABP4,0.579
EP300,THBS1,0.706
EP300,RORA,0.96
EP300,YY1,0.999
EP300,CREBBP,0.999
EP300,USP24,0.403
EP300,PPP2R5C,0.406
EP300,FAN1,0.409
EP300,BIRC6,0.417
EP300,NR3C2,0.417
EP300,SATB2,0.417
EP300,RORB,0.418
EP300,CARD11,0.419
EP300,EBF3,0.425
EP300,ADNP,0.427
EP300,MTF1,0.428
EP300,ERG,0.428
EP300,IKZF1,0.437
EP300,FAT1,0.439
EP300,NEDD4,0.444
EP300,MBD3,0.456
EP300,SOX6,0.463
EP300,MED12L,0.47
EP300,NIPBL,0.471
EP300,ZBTB7A,0.477
EP300,SOX5,0.497
EP300,ESRRB,0.507
EP300,BPTF,0.517
EP300,TAF1C,0.523
EP300,ZEB2,0.524
EP300,STAG1,0.529
EP300,AGO3,0.54
EP300,HOXA1,0.546
EP300,AGO4,0.549
EP300,TET2,0.555
EP300,CDK19,0.559
EP300,RICTOR,0.566
EP300,GLI3,0.578
EP300,LEP,0.595
EP300,KDM5A,0.599
EP300,SPEN,0.616
EP300,ILF2,0.624
EP300,TNRC6B,0.629
EP300,SIN3B,0.644
EP300,MED23,0.648
EP300,LDB1,0.653
EP300,TCF4,0.66
EP300,PBX1,0.68
EP300,SATB1,0.69
EP300,PTGS2,0.692
EP300,PAX5,0.694
EP300,AUTS2,0.696
EP300,GRIP1,0.71
EP300,BTRC,0.741
EP300,RAD21,0.754
EP300,HDAC8,0.773
EP300,THRA,0.785
EP300,ARNT2,0.793
EP300,MYOCD,0.803
EP300,MEF2C,0.806
EP300,KMT2A,0.831
EP300,TLE3,0.855
EP300,RERE,0.867
EP300,PAX6,0.888
EP300,CAMK2B,0.903
EP300,CAMK2A,0.908
EP300,TCF12,0.912
EP300,EGR3,0.918
EP300,CAMK4,0.922
EP300,NOTCH1,0.94
EP300,HMGN1,0.947
EP300,NPAS2,0.948
EP300,TCF7L2,0.975
EP300,SMAD4,0.994
EP300,NCOA1,0.999
PTPRC,CORO1A,0.52
PTPRC,HNRNPL,0.519
PTPRC,CD38,0.864
PTPRC,GFAP,0.619
PTPRC,FABP4,0.45
PTPRC,THBS1,0.423
PTPRC,SYP,0.59
PTPRC,CDH2,0.56
PTPRC,LRFN5,0.499
PTPRC,LEP,0.407
PTPRC,BACE1,0.452
PTPRC,CD276,0.739
PTPRC,WDFY4,0.433
PTPRC,IKZF1,0.806
PTPRC,PDCD1,0.69
PTPRC,PPFIA3,0.468
PTPRC,PAX5,0.689
PTPRC,CX3CR1,0.75
PTPRC,DPP4,0.99
PTPRC,DLL1,0.442
PTPRC,PTGS2,0.473
PTPRC,ARHGAP30,0.579
PTPRC,HLA-G,0.589
PTPRC,DDX53,0.544
PTPRC,TEK,0.696
PTPRC,LILRB2,0.637
PTPRC,IGF1,0.582
PTPRC,HLA-A,0.539
PTPRC,CARD11,0.443
PTPRC,TCF4,0.42
PTPRC,DOCK8,0.554
PTPRC,MSR1,0.466
PTPRC,HLA-DPB1,0.606
PTPRC,DOCK1,0.409
PTPRC,TET2,0.427
PTPRC,KNG1,0.447
PTPRC,TLN2,0.477
PTPRC,NOTCH1,0.54
PTPRC,ITGB3,0.653
PTPRC,CD99L2,0.728
TAF1C,MBD3,0.413
TAF1C,DPYSL2,0.431
PLAA,KATNAL2,0.491
PLAA,RBM27,0.454
PLAA,TNPO3,0.456
PLAA,SPAST,0.45
PLAA,UBA7,0.406
PLAA,PSMD12,0.611
PLAA,VCP,0.992
PLAA,EBF3,0.518
PLAA,ANXA1,0.493
BTRC,PER2,0.993
BTRC,NUAK1,0.625
BTRC,PSMD11,0.461
BTRC,CREBBP,0.62
BTRC,PHLPP1,0.659
BTRC,RAPGEF2,0.476
BTRC,USP15,0.712
BTRC,WNT1,0.451
BTRC,HNRNPD,0.52
BTRC,PER1,0.962
BTRC,NPAS2,0.641
BTRC,SMAD4,0.889
BTRC,PSMD12,0.435
BTRC,VCP,0.856
BTRC,SMURF1,0.857
BTRC,PRKN,0.505
BTRC,HIVEP2,0.765
BTRC,UBR3,0.42
BTRC,EIF4E,0.424
BTRC,PSMD6,0.432
BTRC,PPP2R5C,0.553
BTRC,CUL7,0.58
BTRC,NEDD4,0.598
BTRC,PRKD1,0.615
BTRC,TLE3,0.641
BTRC,TCF7L2,0.674
BTRC,CSNK1E,0.803
BTRC,RASSF5,0.943
BTRC,GLI3,0.991
SIN3B,KLF16,0.492
SIN3B,THBS1,0.456
SIN3B,YY1,0.529
SIN3B,CREBBP,0.647
SIN3B,PHF12,0.996
SIN3B,IKZF1,0.894
SIN3B,SCN8A,0.432
SIN3B,AGO3,0.439
SIN3B,AGO4,0.444
SIN3B,HDAC8,0.637
SIN3B,ZMYND8,0.403
SIN3B,MBD3,0.408
SIN3B,TNRC6B,0.436
SIN3B,PHF21A,0.494
SIN3B,NCOA1,0.566
SIN3B,KMT2A,0.58
SIN3B,EMSY,0.906
SIN3B,KDM5A,0.923
CREBBP,AGO2,0.602
CREBBP,SERPINE1,0.501
CREBBP,CYP27B1,0.653
CREBBP,TAF4,0.585
CREBBP,GSE1,0.426
CREBBP,PER2,0.481
CREBBP,FABP4,0.558
CREBBP,YY1,0.951
CREBBP,SATB1,0.402
CREBBP,EBF3,0.406
CREBBP,NIPBL,0.407
CREBBP,MTF1,0.408
CREBBP,SETBP1,0.408
CREBBP,ABL2,0.414
CREBBP,NR3C2,0.419
CREBBP,FAT1,0.423
CREBBP,CPT2,0.432
CREBBP,PAX5,0.464
CREBBP,RPS6KA2,0.466
CREBBP,IKZF1,0.47
CREBBP,BAZ2B,0.473
CREBBP,CSNK1E,0.481
CREBBP,MEF2C,0.5
CREBBP,RPS6KA3,0.511
CREBBP,ZMYM3,0.522
CREBBP,TET2,0.532
CREBBP,PBX1,0.539
CREBBP,CDK19,0.545
